case_id,source_case_id,family_id,sector_skin,render_profile,hop_depth,v5a_pilot_bucket,claude_sonnet_4_5_task_passed,claude_sonnet_4_5_run2a_pass,claude_sonnet_4_5_run2b_pass,claude_sonnet_4_5_citation_key_delta,claude_sonnet_4_6_task_passed,claude_sonnet_4_6_run2a_pass,claude_sonnet_4_6_run2b_pass,claude_sonnet_4_6_citation_key_delta,deepseek_v3_2_task_passed,deepseek_v3_2_run2a_pass,deepseek_v3_2_run2b_pass,deepseek_v3_2_citation_key_delta,gpt_5_4_task_passed,gpt_5_4_run2a_pass,gpt_5_4_run2b_pass,gpt_5_4_citation_key_delta,gemini_2_5_flash_task_passed,gemini_2_5_flash_run2a_pass,gemini_2_5_flash_run2b_pass,gemini_2_5_flash_citation_key_delta,gemini_2_5_pro_task_passed,gemini_2_5_pro_run2a_pass,gemini_2_5_pro_run2b_pass,gemini_2_5_pro_citation_key_delta,qwen3_next_80b_a3b_thinking_task_passed,qwen3_next_80b_a3b_thinking_run2a_pass,qwen3_next_80b_a3b_thinking_run2b_pass,qwen3_next_80b_a3b_thinking_citation_key_delta,google_gemma-4-26b-a4b_task_passed,google_gemma-4-26b-a4b_run2a_pass,google_gemma-4-26b-a4b_run2b_pass,google_gemma-4-26b-a4b_citation_key_delta,task_pass_model_count,run2a_pass_model_count,run2b_pass_model_count,scaffold_model_count,reverse_scaffold_model_count,both_fail_model_count,all_models_task_passed,all_models_task_failed
CUCV5-CONFLICT-RECONCIL-31-PROCUREMENT-REVIEW,CUCV4-CONFLICT-RECONCIL-31-PROCUREMENT-REVIEW,conflict_reconciliation,procurement_review,procurement_memo_v1,2,grounding_heavy,True,True,True,8,True,True,True,6,True,True,True,7,True,True,True,9,True,True,True,9,True,True,True,8,True,True,True,6,True,True,True,9,8,8,8,0,0,0,True,False
CUCV5-CONFLICT-RECONCIL-32-COMPLIANCE-AUDIT,CUCV4-CONFLICT-RECONCIL-32-COMPLIANCE-AUDIT,conflict_reconciliation,compliance_audit,compliance_memo_v1,2,grounding_heavy,True,True,True,10,True,True,True,5,False,True,False,8,True,True,True,9,False,True,False,8,False,True,False,11,True,True,True,0,True,True,True,9,5,8,5,3,0,0,False,False
CUCV5-DEFERRED-EFFECT-105-SECURITY-INCIDENT,CUCV4-DEFERRED-EFFECT-105-SECURITY-INCIDENT,deferred_effect,security_incident,board_update_v1,3,propagation_heavy,True,True,True,7,True,True,True,7,False,False,True,10,True,True,True,7,True,True,True,4,True,True,True,6,True,True,True,4,True,True,True,7,7,7,8,0,1,0,False,False
CUCV5-DEFERRED-EFFECT-106-LEGAL-CONTRACT,CUCV4-DEFERRED-EFFECT-106-LEGAL-CONTRACT,deferred_effect,legal_contract,legal_formal_v1,3,propagation_heavy,False,True,False,7,True,True,True,6,False,False,True,7,True,True,True,7,True,True,True,2,False,False,False,9,True,True,True,7,True,True,True,7,5,6,6,1,1,1,False,False
CUCV5-DEFERRED-EFFECT-107-PROCUREMENT-REVIEW,CUCV4-DEFERRED-EFFECT-107-PROCUREMENT-REVIEW,deferred_effect,procurement_review,procurement_memo_v1,3,propagation_heavy,True,True,True,7,True,True,True,6,False,False,True,8,True,True,True,7,True,True,True,6,True,True,True,7,True,True,True,7,,,,,6,6,7,0,1,0,False,False
CUCV5-DEFERRED-EFFECT-108-COMPLIANCE-AUDIT,CUCV4-DEFERRED-EFFECT-108-COMPLIANCE-AUDIT,deferred_effect,compliance_audit,compliance_memo_v1,3,propagation_heavy,True,True,True,7,True,True,True,4,True,True,True,8,True,True,True,7,True,True,True,8,True,True,True,7,True,True,True,6,True,True,True,8,8,8,8,0,0,0,True,False
CUCV5-DEFERRED-EFFECT-13-SECURITY-INCIDENT,CUCV4-DEFERRED-EFFECT-13-SECURITY-INCIDENT,deferred_effect,security_incident,board_update_v1,2,propagation_heavy,True,True,True,7,True,True,True,4,True,True,True,9,True,True,True,7,True,True,True,4,True,True,True,7,True,True,True,3,True,True,True,7,8,8,8,0,0,0,True,False
CUCV5-DEFERRED-EFFECT-14-LEGAL-CONTRACT,CUCV4-DEFERRED-EFFECT-14-LEGAL-CONTRACT,deferred_effect,legal_contract,legal_formal_v1,2,propagation_heavy,True,True,True,7,True,True,True,7,False,True,False,9,True,True,True,7,True,True,True,7,True,True,True,5,True,True,True,7,True,True,True,8,7,8,7,1,0,0,False,False
CUCV5-DEFERRED-EFFECT-15-PROCUREMENT-REVIEW,CUCV4-DEFERRED-EFFECT-15-PROCUREMENT-REVIEW,deferred_effect,procurement_review,procurement_memo_v1,2,propagation_heavy,True,True,True,7,True,True,True,3,False,False,True,10,True,True,True,7,True,True,True,7,False,True,False,7,True,True,True,5,True,True,True,8,6,7,7,1,1,0,False,False
CUCV5-DEFERRED-EFFECT-16-COMPLIANCE-AUDIT,CUCV4-DEFERRED-EFFECT-16-COMPLIANCE-AUDIT,deferred_effect,compliance_audit,compliance_memo_v1,2,propagation_heavy,True,True,True,7,True,True,True,4,False,False,True,10,True,True,True,7,True,True,True,7,True,True,True,7,True,True,True,6,True,True,True,7,7,7,8,0,1,0,False,False
CUCV5-EVIDENCE-REMOVAL-17-SECURITY-INCIDENT,CUCV4-EVIDENCE-REMOVAL-17-SECURITY-INCIDENT,evidence_removal,security_incident,board_update_v1,2,grounding_heavy,False,False,False,7,False,False,False,4,False,False,False,5,False,False,False,7,False,False,False,6,False,False,False,8,False,False,False,7,False,False,False,4,0,0,0,0,0,8,False,True
CUCV5-EVIDENCE-REMOVAL-18-LEGAL-CONTRACT,CUCV4-EVIDENCE-REMOVAL-18-LEGAL-CONTRACT,evidence_removal,legal_contract,legal_formal_v1,2,grounding_heavy,False,False,False,7,False,False,False,4,False,False,False,5,False,False,False,7,False,False,False,5,False,False,False,6,False,False,False,8,False,False,False,5,0,0,0,0,0,8,False,True
CUCV5-EVIDENCE-REMOVAL-19-PROCUREMENT-REVIEW,CUCV4-EVIDENCE-REMOVAL-19-PROCUREMENT-REVIEW,evidence_removal,procurement_review,procurement_memo_v1,2,grounding_heavy,False,False,False,5,False,False,False,6,False,False,False,6,False,False,False,7,False,False,False,2,False,False,False,8,False,False,False,6,False,False,False,2,0,0,0,0,0,8,False,True
CUCV5-EVIDENCE-REMOVAL-20-COMPLIANCE-AUDIT,CUCV4-EVIDENCE-REMOVAL-20-COMPLIANCE-AUDIT,evidence_removal,compliance_audit,compliance_memo_v1,2,grounding_heavy,False,False,False,7,False,False,False,5,False,False,False,6,False,False,False,7,False,False,False,6,False,False,False,8,False,False,False,8,False,False,False,8,0,0,0,0,0,8,False,True
CUCV5-NOOP-01-SECURITY-INCIDENT,CUCV4-NOOP-01-SECURITY-INCIDENT,no_op_control,security_incident,board_update_v1,0,no_op_control,True,True,True,9,True,True,True,13,True,True,True,8,True,True,True,13,True,True,True,5,False,True,False,13,True,True,True,13,True,True,True,11,7,8,7,1,0,0,False,False
CUCV5-NOOP-02-LEGAL-CONTRACT,CUCV4-NOOP-02-LEGAL-CONTRACT,no_op_control,legal_contract,legal_formal_v1,0,no_op_control,True,True,True,9,True,True,True,13,True,True,True,11,True,True,True,13,True,True,True,13,False,True,False,13,True,True,True,13,True,True,True,13,7,8,7,1,0,0,False,False
CUCV5-NOOP-03-PROCUREMENT-REVIEW,CUCV4-NOOP-03-PROCUREMENT-REVIEW,no_op_control,procurement_review,procurement_memo_v1,0,no_op_control,True,True,True,10,True,True,True,13,True,True,True,13,True,True,True,13,True,True,True,13,False,True,False,13,True,True,True,13,True,True,True,8,7,8,7,1,0,0,False,False
CUCV5-NOOP-04-COMPLIANCE-AUDIT,CUCV4-NOOP-04-COMPLIANCE-AUDIT,no_op_control,compliance_audit,compliance_memo_v1,0,no_op_control,True,True,True,9,True,True,True,13,True,True,True,13,True,True,True,13,True,True,True,13,False,True,False,13,True,True,True,13,True,True,True,9,7,8,7,1,0,0,False,False
CUCV5-NOOP-05-SECURITY-INCIDENT,CUCV4-NOOP-05-SECURITY-INCIDENT,no_op_control,security_incident,board_update_v1,0,no_op_control,True,True,True,6,True,True,True,13,True,True,True,13,True,True,True,13,True,True,True,10,False,True,False,11,True,True,True,13,True,True,True,13,7,8,7,1,0,0,False,False
CUCV5-NOOP-06-LEGAL-CONTRACT,CUCV4-NOOP-06-LEGAL-CONTRACT,no_op_control,legal_contract,legal_formal_v1,0,no_op_control,True,True,True,9,True,True,True,13,True,True,True,13,True,True,True,13,True,True,True,10,False,True,False,11,True,True,True,13,True,True,True,13,7,8,7,1,0,0,False,False
CUCV5-NOOP-07-PROCUREMENT-REVIEW,CUCV4-NOOP-07-PROCUREMENT-REVIEW,no_op_control,procurement_review,procurement_memo_v1,0,no_op_control,True,True,True,8,True,True,True,13,True,True,True,13,True,True,True,13,True,True,True,13,False,True,False,10,True,True,True,13,True,True,True,13,7,8,7,1,0,0,False,False
CUCV5-NOOP-08-COMPLIANCE-AUDIT,CUCV4-NOOP-08-COMPLIANCE-AUDIT,no_op_control,compliance_audit,compliance_memo_v1,0,no_op_control,True,True,True,9,True,True,True,13,True,True,True,11,True,True,True,13,False,True,False,13,False,True,False,13,True,True,True,13,True,True,True,11,6,8,6,2,0,0,False,False
CUCV5-PRESERVE-09-SECURITY-INCIDENT,CUCV4-PRESERVE-09-SECURITY-INCIDENT,selective_preservation_sibling_stability,security_incident,board_update_v1,2,preserve_heavy,True,True,True,5,True,True,True,9,False,True,False,12,True,True,True,12,True,True,True,7,False,True,False,10,False,True,False,13,True,True,True,8,5,8,5,3,0,0,False,False
CUCV5-PRESERVE-10-LEGAL-CONTRACT,CUCV4-PRESERVE-10-LEGAL-CONTRACT,selective_preservation_sibling_stability,legal_contract,legal_formal_v1,2,preserve_heavy,True,True,True,9,True,True,True,4,True,True,True,6,True,True,True,10,True,True,True,8,True,True,True,8,False,False,False,15,True,True,True,7,7,7,7,0,0,1,False,False
CUCV5-PRESERVE-101-SECURITY-INCIDENT,CUCV4-PRESERVE-101-SECURITY-INCIDENT,selective_preservation_sibling_stability,security_incident,board_update_v1,3,preserve_heavy,True,True,True,5,True,True,True,6,True,True,True,7,True,True,True,10,False,True,False,8,True,True,True,12,True,True,True,9,True,True,True,5,7,8,7,1,0,0,False,False
CUCV5-PRESERVE-102-LEGAL-CONTRACT,CUCV4-PRESERVE-102-LEGAL-CONTRACT,selective_preservation_sibling_stability,legal_contract,legal_formal_v1,3,preserve_heavy,True,True,True,5,True,True,True,9,True,True,True,7,True,True,True,10,True,True,True,7,False,False,True,7,False,True,False,13,True,True,True,7,6,7,7,1,1,0,False,False
CUCV5-PRESERVE-103-PROCUREMENT-REVIEW,CUCV4-PRESERVE-103-PROCUREMENT-REVIEW,selective_preservation_sibling_stability,procurement_review,procurement_memo_v1,3,preserve_heavy,True,True,True,9,True,True,True,6,False,True,False,5,True,True,True,10,True,True,True,8,False,False,False,7,True,True,True,0,True,True,True,7,6,7,6,1,0,1,False,False
CUCV5-PRESERVE-104-COMPLIANCE-AUDIT,CUCV4-PRESERVE-104-COMPLIANCE-AUDIT,selective_preservation_sibling_stability,compliance_audit,compliance_memo_v1,3,preserve_heavy,True,True,True,7,True,True,True,4,True,True,True,8,True,True,True,12,True,True,True,6,False,False,False,2,False,True,False,13,True,True,True,7,6,7,6,1,0,1,False,False
CUCV5-PRESERVE-11-PROCUREMENT-REVIEW,CUCV4-PRESERVE-11-PROCUREMENT-REVIEW,selective_preservation_sibling_stability,procurement_review,procurement_memo_v1,2,preserve_heavy,True,True,True,5,True,True,True,6,True,True,True,7,True,True,True,12,True,True,True,3,False,False,True,8,False,True,False,13,True,True,True,7,6,7,7,1,1,0,False,False
CUCV5-PRESERVE-12-COMPLIANCE-AUDIT,CUCV4-PRESERVE-12-COMPLIANCE-AUDIT,selective_preservation_sibling_stability,compliance_audit,compliance_memo_v1,2,preserve_heavy,True,True,True,8,True,True,True,4,True,True,True,6,True,True,True,11,False,True,False,4,False,False,False,9,False,True,False,13,False,False,True,13,4,6,5,2,1,1,False,False
CUCV5-SRC-RELIABILITY-01-SECURITY-INCIDENT,CUCV4-GROUNDING-SRC-01-SECURITY-INCIDENT,source_reliability_collapse,security_incident,board_update_v1,2,grounding_heavy,True,True,True,8,True,True,True,5,False,True,False,11,True,True,True,8,True,True,True,3,False,False,False,12,False,False,True,13,True,True,True,9,5,6,6,1,1,1,False,False
CUCV5-SRC-RELIABILITY-02-LEGAL-CONTRACT,CUCV4-GROUNDING-SRC-02-LEGAL-CONTRACT,source_reliability_collapse,legal_contract,legal_formal_v1,2,grounding_heavy,True,True,True,6,True,True,True,5,False,True,False,11,True,True,True,8,True,True,True,6,True,True,True,8,False,False,False,13,True,True,True,5,6,7,6,1,0,1,False,False
CUCV5-SRC-RELIABILITY-03-PROCUREMENT-REVIEW,CUCV4-GROUNDING-SRC-03-PROCUREMENT-REVIEW,source_reliability_collapse,procurement_review,procurement_memo_v1,2,grounding_heavy,True,True,True,7,True,True,True,5,False,False,False,9,True,True,True,8,True,True,True,8,True,True,True,10,False,False,True,10,False,False,True,12,5,5,7,0,2,1,False,False
CUCV5-SRC-RELIABILITY-04-COMPLIANCE-AUDIT,CUCV4-GROUNDING-SRC-04-COMPLIANCE-AUDIT,source_reliability_collapse,compliance_audit,compliance_memo_v1,2,grounding_heavy,True,True,True,8,True,True,True,3,False,False,True,13,True,True,True,8,True,True,True,4,True,True,True,8,False,False,True,13,True,True,True,8,6,6,8,0,2,0,False,False
CUCV5-SRC-RELIABILITY-113-SECURITY-INCIDENT,CUCV4-GROUNDING-SRC-113-SECURITY-INCIDENT,source_reliability_collapse,security_incident,board_update_v1,3,grounding_heavy,True,True,True,6,True,True,True,5,False,False,True,13,True,True,True,8,True,True,True,8,True,True,True,5,,,,,True,True,True,9,6,6,7,0,1,0,False,False
CUCV5-SRC-RELIABILITY-114-LEGAL-CONTRACT,CUCV4-GROUNDING-SRC-114-LEGAL-CONTRACT,source_reliability_collapse,legal_contract,legal_formal_v1,3,grounding_heavy,True,True,True,5,True,True,True,5,False,False,True,11,True,True,True,8,False,False,False,12,False,False,True,11,True,True,True,8,True,True,True,6,5,5,7,0,2,1,False,False
CUCV5-SRC-RELIABILITY-25-SECURITY-INCIDENT,CUCV4-GROUNDING-SRC-25-SECURITY-INCIDENT,source_reliability_collapse,security_incident,board_update_v1,2,grounding_heavy,True,True,True,6,True,True,True,8,False,False,True,13,True,True,True,8,True,True,True,5,False,False,False,12,True,True,True,8,False,False,True,12,5,5,7,0,2,1,False,False
CUCV5-SRC-RELIABILITY-26-LEGAL-CONTRACT,CUCV4-GROUNDING-SRC-26-LEGAL-CONTRACT,source_reliability_collapse,legal_contract,legal_formal_v1,2,grounding_heavy,True,True,True,6,True,True,True,5,False,False,False,13,True,True,True,8,True,True,True,6,True,True,True,8,True,True,True,8,False,False,True,11,6,6,7,0,1,1,False,False
CUCV5-SRC-RELIABILITY-27-PROCUREMENT-REVIEW,CUCV4-GROUNDING-SRC-27-PROCUREMENT-REVIEW,source_reliability_collapse,procurement_review,procurement_memo_v1,2,grounding_heavy,True,True,True,7,True,True,True,4,False,False,True,13,True,True,True,8,True,True,True,9,False,False,True,12,False,False,True,12,False,False,True,14,4,4,8,0,4,0,False,False
CUCV5-SRC-RELIABILITY-28-COMPLIANCE-AUDIT,CUCV4-GROUNDING-SRC-28-COMPLIANCE-AUDIT,source_reliability_collapse,compliance_audit,compliance_memo_v1,2,grounding_heavy,True,True,True,5,True,True,True,4,False,False,False,13,True,True,True,8,True,True,True,5,True,True,True,7,True,True,True,10,True,True,True,8,7,7,7,0,0,1,False,False
CUCV5-THRESHOLD-21-SECURITY-INCIDENT,CUCV4-THRESHOLD-21-SECURITY-INCIDENT,threshold_crossing,security_incident,board_update_v1,2,propagation_heavy,False,True,False,9,True,True,True,7,True,True,True,1,False,True,False,9,True,True,True,9,False,True,False,9,True,True,True,10,False,True,False,10,4,8,4,4,0,0,False,False
CUCV5-THRESHOLD-22-LEGAL-CONTRACT,CUCV4-THRESHOLD-22-LEGAL-CONTRACT,threshold_crossing,legal_contract,legal_formal_v1,2,propagation_heavy,False,True,False,9,True,True,True,1,False,True,False,3,False,True,False,9,False,True,False,8,False,True,False,9,True,True,True,10,True,True,True,8,3,8,3,5,0,0,False,False
CUCV5-THRESHOLD-23-PROCUREMENT-REVIEW,CUCV4-THRESHOLD-23-PROCUREMENT-REVIEW,threshold_crossing,procurement_review,procurement_memo_v1,2,propagation_heavy,False,True,False,9,True,True,True,2,False,True,False,6,False,True,False,9,False,True,False,9,False,True,False,5,False,True,False,10,True,True,True,2,2,8,2,6,0,0,False,False
CUCV5-THRESHOLD-24-COMPLIANCE-AUDIT,CUCV4-THRESHOLD-24-COMPLIANCE-AUDIT,threshold_crossing,compliance_audit,compliance_memo_v1,2,propagation_heavy,False,True,False,9,True,True,True,7,False,True,False,5,True,True,True,9,True,True,True,7,False,True,False,9,False,True,False,4,True,True,True,10,4,8,4,4,0,0,False,False
CUCV5A-CORE-07-DEFERRED-EFFECT-LEGAL-CONTRACT,CUCV4-CORE-07-DEFERRED-EFFECT-LEGAL-CONTRACT,deferred_effect,legal_contract,legal_formal_v1,2,propagation_heavy,True,True,True,13,True,True,True,14,False,False,False,17,True,True,True,12,True,True,True,13,False,False,False,16,True,True,True,16,True,True,True,14,6,6,6,0,0,2,False,False
CUCV5A-CORE-08-DEFERRED-EFFECT-SECURITY-INCIDENT,CUCV4-CORE-08-DEFERRED-EFFECT-SECURITY-INCIDENT,deferred_effect,security_incident,incident_digest_v1,3,propagation_heavy,True,True,True,13,True,True,True,13,False,False,True,19,True,True,True,13,True,True,True,13,True,True,True,12,True,True,True,15,True,True,True,1,7,7,8,0,1,0,False,False
CUCV5A-GROUNDING-01-SOURCE-RELIABILITY-COLLAPSE-PROCUREMENT-REVIEW,CUCV4-GROUNDING-01-SOURCE-RELIABILITY-COLLAPSE-PROCUREMENT-REVIEW,source_reliability_collapse,procurement_review,procurement_memo_v1,2,grounding_heavy,True,True,True,9,True,True,True,12,False,False,True,10,True,True,True,12,True,True,True,3,False,False,True,16,True,True,True,11,True,True,True,5,6,6,8,0,2,0,False,False
CUCV5A-GROUNDING-02-CONFLICT-RECONCILIATION-SECURITY-INCIDENT,CUCV4-GROUNDING-02-CONFLICT-RECONCILIATION-SECURITY-INCIDENT,conflict_reconciliation,security_incident,incident_digest_v1,2,grounding_heavy,False,True,False,14,True,True,True,11,False,True,False,10,True,True,True,14,False,True,False,13,False,True,False,14,True,True,True,14,True,True,True,8,4,8,4,4,0,0,False,False
CUCV5A-GROUNDING-03-SOURCE-RELIABILITY-COLLAPSE-COMPLIANCE-AUDIT,CUCV4-GROUNDING-03-SOURCE-RELIABILITY-COLLAPSE-COMPLIANCE-AUDIT,source_reliability_collapse,compliance_audit,compliance_memo_v1,2,grounding_heavy,True,True,True,9,True,True,True,9,False,True,False,12,True,True,True,12,False,True,False,7,False,False,True,11,True,True,True,7,True,True,True,12,5,7,6,2,1,0,False,False
CUCV5A-GROUNDING-04-SOURCE-RELIABILITY-COLLAPSE-LEGAL-CONTRACT,CUCV4-GROUNDING-04-SOURCE-RELIABILITY-COLLAPSE-LEGAL-CONTRACT,source_reliability_collapse,legal_contract,legal_formal_v1,2,grounding_heavy,True,True,True,13,True,True,True,13,False,True,False,10,True,True,True,16,False,True,False,10,False,False,True,18,True,True,True,17,True,True,True,17,5,7,6,2,1,0,False,False
CUCV5A-GROUNDING-05-CONFLICT-RECONCILIATION-LEGAL-CONTRACT,CUCV4-GROUNDING-05-CONFLICT-RECONCILIATION-LEGAL-CONTRACT,conflict_reconciliation,legal_contract,legal_formal_v1,3,grounding_heavy,False,True,False,10,True,True,True,12,False,True,False,14,True,True,True,12,False,True,False,11,False,True,False,11,True,True,True,12,True,True,True,11,4,8,4,4,0,0,False,False
CUCV5A-GROUNDING-06-CONFLICT-RECONCILIATION-PROCUREMENT-REVIEW,CUCV4-GROUNDING-06-CONFLICT-RECONCILIATION-PROCUREMENT-REVIEW,conflict_reconciliation,procurement_review,procurement_memo_v1,3,grounding_heavy,False,True,False,14,True,True,True,17,False,False,True,7,True,True,True,17,True,True,True,16,False,False,False,18,,,,,True,True,True,15,4,5,5,1,1,1,False,False
CUCV5A-NOOP-02-OPERATIONS-BRIEF,CUCV4-NOOP-02-OPERATIONS-BRIEF,no_op_control,operations_brief,ops_brief_v1,1,no_op_control,True,True,True,13,True,True,True,13,True,True,True,17,True,True,True,15,True,True,True,17,False,True,False,15,True,True,True,17,True,True,True,15,7,8,7,1,0,0,False,False
CUCV5A-PRESERVE-02-SIBLING-STABILITY-SECURITY-INCIDENT,CUCV4-PRESERVE-02-SIBLING-STABILITY-SECURITY-INCIDENT,selective_preservation_sibling_stability,security_incident,board_update_v1,3,preserve_heavy,False,True,False,13,True,True,True,11,True,True,True,10,True,True,True,11,True,True,True,11,False,True,False,13,True,True,True,13,True,True,True,0,6,8,6,2,0,0,False,False
