case_id,source_case_id,family_id,sector_skin,render_profile,hop_depth,v5a_pilot_bucket,model,model_slug,zip_path,exported_at_utc,task_passed,run2a_pass,run2b_pass,run2a_score,run2b_score,scaffold_case,reverse_scaffold_case,both_fail,citation_key_delta,citation_coverage_delta,prior_anchor_suspected,status
CUCV5-CONFLICT-RECONCIL-31-PROCUREMENT-REVIEW,CUCV4-CONFLICT-RECONCIL-31-PROCUREMENT-REVIEW,conflict_reconciliation,procurement_review,procurement_memo_v1,2,grounding_heavy,Claude Sonnet 4.5,anthropic/claude-sonnet-4-5@20250929,C:\Users\chris\Downloads\results (41).zip,2026-04-13T17:25:12Z,True,True,True,1.000000,1.000000,False,False,False,8,0.200000,True,success
CUCV5-CONFLICT-RECONCIL-32-COMPLIANCE-AUDIT,CUCV4-CONFLICT-RECONCIL-32-COMPLIANCE-AUDIT,conflict_reconciliation,compliance_audit,compliance_memo_v1,2,grounding_heavy,Claude Sonnet 4.5,anthropic/claude-sonnet-4-5@20250929,C:\Users\chris\Downloads\results (41).zip,2026-04-13T17:25:12Z,True,True,True,1.000000,1.000000,False,False,False,10,0.200000,True,success
CUCV5-DEFERRED-EFFECT-105-SECURITY-INCIDENT,CUCV4-DEFERRED-EFFECT-105-SECURITY-INCIDENT,deferred_effect,security_incident,board_update_v1,3,propagation_heavy,Claude Sonnet 4.5,anthropic/claude-sonnet-4-5@20250929,C:\Users\chris\Downloads\results (41).zip,2026-04-13T17:25:12Z,True,True,True,0.900000,0.900000,False,False,False,7,0.000000,True,success
CUCV5-DEFERRED-EFFECT-106-LEGAL-CONTRACT,CUCV4-DEFERRED-EFFECT-106-LEGAL-CONTRACT,deferred_effect,legal_contract,legal_formal_v1,3,propagation_heavy,Claude Sonnet 4.5,anthropic/claude-sonnet-4-5@20250929,C:\Users\chris\Downloads\results (41).zip,2026-04-13T17:25:12Z,False,True,False,0.900000,0.637500,True,False,False,7,0.000000,True,success
CUCV5-DEFERRED-EFFECT-107-PROCUREMENT-REVIEW,CUCV4-DEFERRED-EFFECT-107-PROCUREMENT-REVIEW,deferred_effect,procurement_review,procurement_memo_v1,3,propagation_heavy,Claude Sonnet 4.5,anthropic/claude-sonnet-4-5@20250929,C:\Users\chris\Downloads\results (41).zip,2026-04-13T17:25:12Z,True,True,True,0.900000,0.900000,False,False,False,7,0.000000,True,success
CUCV5-DEFERRED-EFFECT-108-COMPLIANCE-AUDIT,CUCV4-DEFERRED-EFFECT-108-COMPLIANCE-AUDIT,deferred_effect,compliance_audit,compliance_memo_v1,3,propagation_heavy,Claude Sonnet 4.5,anthropic/claude-sonnet-4-5@20250929,C:\Users\chris\Downloads\results (41).zip,2026-04-13T17:25:12Z,True,True,True,0.900000,0.900000,False,False,False,7,0.000000,True,success
CUCV5-DEFERRED-EFFECT-13-SECURITY-INCIDENT,CUCV4-DEFERRED-EFFECT-13-SECURITY-INCIDENT,deferred_effect,security_incident,board_update_v1,2,propagation_heavy,Claude Sonnet 4.5,anthropic/claude-sonnet-4-5@20250929,C:\Users\chris\Downloads\results (41).zip,2026-04-13T17:25:12Z,True,True,True,0.900000,0.900000,False,False,False,7,0.000000,True,success
CUCV5-DEFERRED-EFFECT-14-LEGAL-CONTRACT,CUCV4-DEFERRED-EFFECT-14-LEGAL-CONTRACT,deferred_effect,legal_contract,legal_formal_v1,2,propagation_heavy,Claude Sonnet 4.5,anthropic/claude-sonnet-4-5@20250929,C:\Users\chris\Downloads\results (41).zip,2026-04-13T17:25:12Z,True,True,True,0.900000,0.900000,False,False,False,7,0.000000,True,success
CUCV5-DEFERRED-EFFECT-15-PROCUREMENT-REVIEW,CUCV4-DEFERRED-EFFECT-15-PROCUREMENT-REVIEW,deferred_effect,procurement_review,procurement_memo_v1,2,propagation_heavy,Claude Sonnet 4.5,anthropic/claude-sonnet-4-5@20250929,C:\Users\chris\Downloads\results (41).zip,2026-04-13T17:25:12Z,True,True,True,0.900000,0.900000,False,False,False,7,0.000000,True,success
CUCV5-DEFERRED-EFFECT-16-COMPLIANCE-AUDIT,CUCV4-DEFERRED-EFFECT-16-COMPLIANCE-AUDIT,deferred_effect,compliance_audit,compliance_memo_v1,2,propagation_heavy,Claude Sonnet 4.5,anthropic/claude-sonnet-4-5@20250929,C:\Users\chris\Downloads\results (41).zip,2026-04-13T17:25:12Z,True,True,True,0.900000,0.900000,False,False,False,7,0.000000,True,success
CUCV5-EVIDENCE-REMOVAL-17-SECURITY-INCIDENT,CUCV4-EVIDENCE-REMOVAL-17-SECURITY-INCIDENT,evidence_removal,security_incident,board_update_v1,2,grounding_heavy,Claude Sonnet 4.5,anthropic/claude-sonnet-4-5@20250929,C:\Users\chris\Downloads\results (41).zip,2026-04-13T17:25:12Z,False,False,False,0.850000,0.808333,False,False,True,7,0.000000,True,success
CUCV5-EVIDENCE-REMOVAL-18-LEGAL-CONTRACT,CUCV4-EVIDENCE-REMOVAL-18-LEGAL-CONTRACT,evidence_removal,legal_contract,legal_formal_v1,2,grounding_heavy,Claude Sonnet 4.5,anthropic/claude-sonnet-4-5@20250929,C:\Users\chris\Downloads\results (41).zip,2026-04-13T17:25:12Z,False,False,False,0.850000,0.808333,False,False,True,7,0.000000,True,success
CUCV5-EVIDENCE-REMOVAL-19-PROCUREMENT-REVIEW,CUCV4-EVIDENCE-REMOVAL-19-PROCUREMENT-REVIEW,evidence_removal,procurement_review,procurement_memo_v1,2,grounding_heavy,Claude Sonnet 4.5,anthropic/claude-sonnet-4-5@20250929,C:\Users\chris\Downloads\results (41).zip,2026-04-13T17:25:12Z,False,False,False,0.808333,0.808333,False,False,True,5,0.000000,True,success
CUCV5-EVIDENCE-REMOVAL-20-COMPLIANCE-AUDIT,CUCV4-EVIDENCE-REMOVAL-20-COMPLIANCE-AUDIT,evidence_removal,compliance_audit,compliance_memo_v1,2,grounding_heavy,Claude Sonnet 4.5,anthropic/claude-sonnet-4-5@20250929,C:\Users\chris\Downloads\results (41).zip,2026-04-13T17:25:12Z,False,False,False,0.850000,0.808333,False,False,True,7,0.000000,True,success
CUCV5-NOOP-01-SECURITY-INCIDENT,CUCV4-NOOP-01-SECURITY-INCIDENT,no_op_control,security_incident,board_update_v1,0,no_op_control,Claude Sonnet 4.5,anthropic/claude-sonnet-4-5@20250929,C:\Users\chris\Downloads\results (41).zip,2026-04-13T17:25:12Z,True,True,True,1.000000,1.000000,False,False,False,9,0.000000,True,success
CUCV5-NOOP-02-LEGAL-CONTRACT,CUCV4-NOOP-02-LEGAL-CONTRACT,no_op_control,legal_contract,legal_formal_v1,0,no_op_control,Claude Sonnet 4.5,anthropic/claude-sonnet-4-5@20250929,C:\Users\chris\Downloads\results (41).zip,2026-04-13T17:25:12Z,True,True,True,1.000000,1.000000,False,False,False,9,0.000000,True,success
CUCV5-NOOP-03-PROCUREMENT-REVIEW,CUCV4-NOOP-03-PROCUREMENT-REVIEW,no_op_control,procurement_review,procurement_memo_v1,0,no_op_control,Claude Sonnet 4.5,anthropic/claude-sonnet-4-5@20250929,C:\Users\chris\Downloads\results (41).zip,2026-04-13T17:25:12Z,True,True,True,1.000000,1.000000,False,False,False,10,0.000000,True,success
CUCV5-NOOP-04-COMPLIANCE-AUDIT,CUCV4-NOOP-04-COMPLIANCE-AUDIT,no_op_control,compliance_audit,compliance_memo_v1,0,no_op_control,Claude Sonnet 4.5,anthropic/claude-sonnet-4-5@20250929,C:\Users\chris\Downloads\results (41).zip,2026-04-13T17:25:12Z,True,True,True,1.000000,1.000000,False,False,False,9,0.000000,True,success
CUCV5-NOOP-05-SECURITY-INCIDENT,CUCV4-NOOP-05-SECURITY-INCIDENT,no_op_control,security_incident,board_update_v1,0,no_op_control,Claude Sonnet 4.5,anthropic/claude-sonnet-4-5@20250929,C:\Users\chris\Downloads\results (41).zip,2026-04-13T17:25:12Z,True,True,True,1.000000,1.000000,False,False,False,6,0.000000,True,success
CUCV5-NOOP-06-LEGAL-CONTRACT,CUCV4-NOOP-06-LEGAL-CONTRACT,no_op_control,legal_contract,legal_formal_v1,0,no_op_control,Claude Sonnet 4.5,anthropic/claude-sonnet-4-5@20250929,C:\Users\chris\Downloads\results (41).zip,2026-04-13T17:25:12Z,True,True,True,1.000000,1.000000,False,False,False,9,0.000000,True,success
CUCV5-NOOP-07-PROCUREMENT-REVIEW,CUCV4-NOOP-07-PROCUREMENT-REVIEW,no_op_control,procurement_review,procurement_memo_v1,0,no_op_control,Claude Sonnet 4.5,anthropic/claude-sonnet-4-5@20250929,C:\Users\chris\Downloads\results (41).zip,2026-04-13T17:25:12Z,True,True,True,1.000000,1.000000,False,False,False,8,0.000000,True,success
CUCV5-NOOP-08-COMPLIANCE-AUDIT,CUCV4-NOOP-08-COMPLIANCE-AUDIT,no_op_control,compliance_audit,compliance_memo_v1,0,no_op_control,Claude Sonnet 4.5,anthropic/claude-sonnet-4-5@20250929,C:\Users\chris\Downloads\results (41).zip,2026-04-13T17:25:12Z,True,True,True,1.000000,1.000000,False,False,False,9,0.000000,True,success
CUCV5-PRESERVE-09-SECURITY-INCIDENT,CUCV4-PRESERVE-09-SECURITY-INCIDENT,selective_preservation_sibling_stability,security_incident,board_update_v1,2,preserve_heavy,Claude Sonnet 4.5,anthropic/claude-sonnet-4-5@20250929,C:\Users\chris\Downloads\results (41).zip,2026-04-13T17:25:12Z,True,True,True,1.000000,1.000000,False,False,False,5,0.000000,True,success
CUCV5-PRESERVE-10-LEGAL-CONTRACT,CUCV4-PRESERVE-10-LEGAL-CONTRACT,selective_preservation_sibling_stability,legal_contract,legal_formal_v1,2,preserve_heavy,Claude Sonnet 4.5,anthropic/claude-sonnet-4-5@20250929,C:\Users\chris\Downloads\results (41).zip,2026-04-13T17:25:12Z,True,True,True,0.950000,1.000000,False,False,False,9,0.000000,True,success
CUCV5-PRESERVE-101-SECURITY-INCIDENT,CUCV4-PRESERVE-101-SECURITY-INCIDENT,selective_preservation_sibling_stability,security_incident,board_update_v1,3,preserve_heavy,Claude Sonnet 4.5,anthropic/claude-sonnet-4-5@20250929,C:\Users\chris\Downloads\results (41).zip,2026-04-13T17:25:12Z,True,True,True,1.000000,1.000000,False,False,False,5,0.000000,True,success
CUCV5-PRESERVE-102-LEGAL-CONTRACT,CUCV4-PRESERVE-102-LEGAL-CONTRACT,selective_preservation_sibling_stability,legal_contract,legal_formal_v1,3,preserve_heavy,Claude Sonnet 4.5,anthropic/claude-sonnet-4-5@20250929,C:\Users\chris\Downloads\results (41).zip,2026-04-13T17:25:12Z,True,True,True,1.000000,1.000000,False,False,False,5,0.000000,True,success
CUCV5-PRESERVE-103-PROCUREMENT-REVIEW,CUCV4-PRESERVE-103-PROCUREMENT-REVIEW,selective_preservation_sibling_stability,procurement_review,procurement_memo_v1,3,preserve_heavy,Claude Sonnet 4.5,anthropic/claude-sonnet-4-5@20250929,C:\Users\chris\Downloads\results (41).zip,2026-04-13T17:25:12Z,True,True,True,0.950000,1.000000,False,False,False,9,0.000000,True,success
CUCV5-PRESERVE-104-COMPLIANCE-AUDIT,CUCV4-PRESERVE-104-COMPLIANCE-AUDIT,selective_preservation_sibling_stability,compliance_audit,compliance_memo_v1,3,preserve_heavy,Claude Sonnet 4.5,anthropic/claude-sonnet-4-5@20250929,C:\Users\chris\Downloads\results (41).zip,2026-04-13T17:25:12Z,True,True,True,0.950000,1.000000,False,False,False,7,0.000000,True,success
CUCV5-PRESERVE-11-PROCUREMENT-REVIEW,CUCV4-PRESERVE-11-PROCUREMENT-REVIEW,selective_preservation_sibling_stability,procurement_review,procurement_memo_v1,2,preserve_heavy,Claude Sonnet 4.5,anthropic/claude-sonnet-4-5@20250929,C:\Users\chris\Downloads\results (41).zip,2026-04-13T17:25:12Z,True,True,True,1.000000,1.000000,False,False,False,5,0.000000,True,success
CUCV5-PRESERVE-12-COMPLIANCE-AUDIT,CUCV4-PRESERVE-12-COMPLIANCE-AUDIT,selective_preservation_sibling_stability,compliance_audit,compliance_memo_v1,2,preserve_heavy,Claude Sonnet 4.5,anthropic/claude-sonnet-4-5@20250929,C:\Users\chris\Downloads\results (41).zip,2026-04-13T17:25:12Z,True,True,True,1.000000,1.000000,False,False,False,8,0.000000,True,success
CUCV5-SRC-RELIABILITY-01-SECURITY-INCIDENT,CUCV4-GROUNDING-SRC-01-SECURITY-INCIDENT,source_reliability_collapse,security_incident,board_update_v1,2,grounding_heavy,Claude Sonnet 4.5,anthropic/claude-sonnet-4-5@20250929,C:\Users\chris\Downloads\results (41).zip,2026-04-13T17:25:12Z,True,True,True,1.000000,1.000000,False,False,False,8,0.000000,True,success
CUCV5-SRC-RELIABILITY-02-LEGAL-CONTRACT,CUCV4-GROUNDING-SRC-02-LEGAL-CONTRACT,source_reliability_collapse,legal_contract,legal_formal_v1,2,grounding_heavy,Claude Sonnet 4.5,anthropic/claude-sonnet-4-5@20250929,C:\Users\chris\Downloads\results (41).zip,2026-04-13T17:25:12Z,True,True,True,0.875000,0.875000,False,False,False,6,0.000000,True,success
CUCV5-SRC-RELIABILITY-03-PROCUREMENT-REVIEW,CUCV4-GROUNDING-SRC-03-PROCUREMENT-REVIEW,source_reliability_collapse,procurement_review,procurement_memo_v1,2,grounding_heavy,Claude Sonnet 4.5,anthropic/claude-sonnet-4-5@20250929,C:\Users\chris\Downloads\results (41).zip,2026-04-13T17:25:12Z,True,True,True,1.000000,1.000000,False,False,False,7,0.000000,True,success
CUCV5-SRC-RELIABILITY-04-COMPLIANCE-AUDIT,CUCV4-GROUNDING-SRC-04-COMPLIANCE-AUDIT,source_reliability_collapse,compliance_audit,compliance_memo_v1,2,grounding_heavy,Claude Sonnet 4.5,anthropic/claude-sonnet-4-5@20250929,C:\Users\chris\Downloads\results (41).zip,2026-04-13T17:25:12Z,True,True,True,0.875000,1.000000,False,False,False,8,0.166667,True,success
CUCV5-SRC-RELIABILITY-113-SECURITY-INCIDENT,CUCV4-GROUNDING-SRC-113-SECURITY-INCIDENT,source_reliability_collapse,security_incident,board_update_v1,3,grounding_heavy,Claude Sonnet 4.5,anthropic/claude-sonnet-4-5@20250929,C:\Users\chris\Downloads\results (41).zip,2026-04-13T17:25:12Z,True,True,True,0.875000,0.875000,False,False,False,6,0.000000,True,success
CUCV5-SRC-RELIABILITY-114-LEGAL-CONTRACT,CUCV4-GROUNDING-SRC-114-LEGAL-CONTRACT,source_reliability_collapse,legal_contract,legal_formal_v1,3,grounding_heavy,Claude Sonnet 4.5,anthropic/claude-sonnet-4-5@20250929,C:\Users\chris\Downloads\results (41).zip,2026-04-13T17:25:12Z,True,True,True,0.875000,0.875000,False,False,False,5,0.000000,True,success
CUCV5-SRC-RELIABILITY-25-SECURITY-INCIDENT,CUCV4-GROUNDING-SRC-25-SECURITY-INCIDENT,source_reliability_collapse,security_incident,board_update_v1,2,grounding_heavy,Claude Sonnet 4.5,anthropic/claude-sonnet-4-5@20250929,C:\Users\chris\Downloads\results (41).zip,2026-04-13T17:25:12Z,True,True,True,0.875000,0.875000,False,False,False,6,0.000000,True,success
CUCV5-SRC-RELIABILITY-26-LEGAL-CONTRACT,CUCV4-GROUNDING-SRC-26-LEGAL-CONTRACT,source_reliability_collapse,legal_contract,legal_formal_v1,2,grounding_heavy,Claude Sonnet 4.5,anthropic/claude-sonnet-4-5@20250929,C:\Users\chris\Downloads\results (41).zip,2026-04-13T17:25:12Z,True,True,True,1.000000,1.000000,False,False,False,6,0.000000,True,success
CUCV5-SRC-RELIABILITY-27-PROCUREMENT-REVIEW,CUCV4-GROUNDING-SRC-27-PROCUREMENT-REVIEW,source_reliability_collapse,procurement_review,procurement_memo_v1,2,grounding_heavy,Claude Sonnet 4.5,anthropic/claude-sonnet-4-5@20250929,C:\Users\chris\Downloads\results (41).zip,2026-04-13T17:25:12Z,True,True,True,1.000000,1.000000,False,False,False,7,0.000000,True,success
CUCV5-SRC-RELIABILITY-28-COMPLIANCE-AUDIT,CUCV4-GROUNDING-SRC-28-COMPLIANCE-AUDIT,source_reliability_collapse,compliance_audit,compliance_memo_v1,2,grounding_heavy,Claude Sonnet 4.5,anthropic/claude-sonnet-4-5@20250929,C:\Users\chris\Downloads\results (41).zip,2026-04-13T17:25:12Z,True,True,True,1.000000,1.000000,False,False,False,5,0.000000,True,success
CUCV5-THRESHOLD-21-SECURITY-INCIDENT,CUCV4-THRESHOLD-21-SECURITY-INCIDENT,threshold_crossing,security_incident,board_update_v1,2,propagation_heavy,Claude Sonnet 4.5,anthropic/claude-sonnet-4-5@20250929,C:\Users\chris\Downloads\results (41).zip,2026-04-13T17:25:12Z,False,True,False,1.000000,0.650000,True,False,False,9,0.000000,True,success
CUCV5-THRESHOLD-22-LEGAL-CONTRACT,CUCV4-THRESHOLD-22-LEGAL-CONTRACT,threshold_crossing,legal_contract,legal_formal_v1,2,propagation_heavy,Claude Sonnet 4.5,anthropic/claude-sonnet-4-5@20250929,C:\Users\chris\Downloads\results (41).zip,2026-04-13T17:25:12Z,False,True,False,0.875000,0.650000,True,False,False,9,0.000000,True,success
CUCV5-THRESHOLD-23-PROCUREMENT-REVIEW,CUCV4-THRESHOLD-23-PROCUREMENT-REVIEW,threshold_crossing,procurement_review,procurement_memo_v1,2,propagation_heavy,Claude Sonnet 4.5,anthropic/claude-sonnet-4-5@20250929,C:\Users\chris\Downloads\results (41).zip,2026-04-13T17:25:12Z,False,True,False,0.875000,0.533333,True,False,False,9,0.000000,True,success
CUCV5-THRESHOLD-24-COMPLIANCE-AUDIT,CUCV4-THRESHOLD-24-COMPLIANCE-AUDIT,threshold_crossing,compliance_audit,compliance_memo_v1,2,propagation_heavy,Claude Sonnet 4.5,anthropic/claude-sonnet-4-5@20250929,C:\Users\chris\Downloads\results (41).zip,2026-04-13T17:25:12Z,False,True,False,0.875000,0.650000,True,False,False,9,0.000000,True,success
CUCV5A-CORE-07-DEFERRED-EFFECT-LEGAL-CONTRACT,CUCV4-CORE-07-DEFERRED-EFFECT-LEGAL-CONTRACT,deferred_effect,legal_contract,legal_formal_v1,2,propagation_heavy,Claude Sonnet 4.5,anthropic/claude-sonnet-4-5@20250929,C:\Users\chris\Downloads\results (41).zip,2026-04-13T17:25:12Z,True,True,True,0.900000,0.900000,False,False,False,13,0.000000,True,success
CUCV5A-CORE-08-DEFERRED-EFFECT-SECURITY-INCIDENT,CUCV4-CORE-08-DEFERRED-EFFECT-SECURITY-INCIDENT,deferred_effect,security_incident,incident_digest_v1,3,propagation_heavy,Claude Sonnet 4.5,anthropic/claude-sonnet-4-5@20250929,C:\Users\chris\Downloads\results (41).zip,2026-04-13T17:25:12Z,True,True,True,1.000000,1.000000,False,False,False,13,0.000000,True,success
CUCV5A-GROUNDING-01-SOURCE-RELIABILITY-COLLAPSE-PROCUREMENT-REVIEW,CUCV4-GROUNDING-01-SOURCE-RELIABILITY-COLLAPSE-PROCUREMENT-REVIEW,source_reliability_collapse,procurement_review,procurement_memo_v1,2,grounding_heavy,Claude Sonnet 4.5,anthropic/claude-sonnet-4-5@20250929,C:\Users\chris\Downloads\results (41).zip,2026-04-13T17:25:12Z,True,True,True,1.000000,1.000000,False,False,False,9,0.000000,True,success
CUCV5A-GROUNDING-02-CONFLICT-RECONCILIATION-SECURITY-INCIDENT,CUCV4-GROUNDING-02-CONFLICT-RECONCILIATION-SECURITY-INCIDENT,conflict_reconciliation,security_incident,incident_digest_v1,2,grounding_heavy,Claude Sonnet 4.5,anthropic/claude-sonnet-4-5@20250929,C:\Users\chris\Downloads\results (41).zip,2026-04-13T17:25:12Z,False,True,False,1.000000,0.621429,True,False,False,14,0.200000,True,success
CUCV5A-GROUNDING-03-SOURCE-RELIABILITY-COLLAPSE-COMPLIANCE-AUDIT,CUCV4-GROUNDING-03-SOURCE-RELIABILITY-COLLAPSE-COMPLIANCE-AUDIT,source_reliability_collapse,compliance_audit,compliance_memo_v1,2,grounding_heavy,Claude Sonnet 4.5,anthropic/claude-sonnet-4-5@20250929,C:\Users\chris\Downloads\results (41).zip,2026-04-13T17:25:12Z,True,True,True,1.000000,1.000000,False,False,False,9,0.000000,True,success
CUCV5A-GROUNDING-04-SOURCE-RELIABILITY-COLLAPSE-LEGAL-CONTRACT,CUCV4-GROUNDING-04-SOURCE-RELIABILITY-COLLAPSE-LEGAL-CONTRACT,source_reliability_collapse,legal_contract,legal_formal_v1,2,grounding_heavy,Claude Sonnet 4.5,anthropic/claude-sonnet-4-5@20250929,C:\Users\chris\Downloads\results (41).zip,2026-04-13T17:25:12Z,True,True,True,1.000000,0.966667,False,False,False,13,0.000000,True,success
CUCV5A-GROUNDING-05-CONFLICT-RECONCILIATION-LEGAL-CONTRACT,CUCV4-GROUNDING-05-CONFLICT-RECONCILIATION-LEGAL-CONTRACT,conflict_reconciliation,legal_contract,legal_formal_v1,3,grounding_heavy,Claude Sonnet 4.5,anthropic/claude-sonnet-4-5@20250929,C:\Users\chris\Downloads\results (41).zip,2026-04-13T17:25:12Z,False,True,False,1.000000,0.643750,True,False,False,10,0.000000,True,success
CUCV5A-GROUNDING-06-CONFLICT-RECONCILIATION-PROCUREMENT-REVIEW,CUCV4-GROUNDING-06-CONFLICT-RECONCILIATION-PROCUREMENT-REVIEW,conflict_reconciliation,procurement_review,procurement_memo_v1,3,grounding_heavy,Claude Sonnet 4.5,anthropic/claude-sonnet-4-5@20250929,C:\Users\chris\Downloads\results (41).zip,2026-04-13T17:25:12Z,False,True,False,1.000000,0.633333,True,False,False,14,0.000000,True,success
CUCV5A-NOOP-02-OPERATIONS-BRIEF,CUCV4-NOOP-02-OPERATIONS-BRIEF,no_op_control,operations_brief,ops_brief_v1,1,no_op_control,Claude Sonnet 4.5,anthropic/claude-sonnet-4-5@20250929,C:\Users\chris\Downloads\results (41).zip,2026-04-13T17:25:12Z,True,True,True,1.000000,1.000000,False,False,False,13,0.000000,True,success
CUCV5A-PRESERVE-02-SIBLING-STABILITY-SECURITY-INCIDENT,CUCV4-PRESERVE-02-SIBLING-STABILITY-SECURITY-INCIDENT,selective_preservation_sibling_stability,security_incident,board_update_v1,3,preserve_heavy,Claude Sonnet 4.5,anthropic/claude-sonnet-4-5@20250929,C:\Users\chris\Downloads\results (41).zip,2026-04-13T17:25:12Z,False,True,False,0.964286,0.562500,True,False,False,13,0.000000,True,success
CUCV5-CONFLICT-RECONCIL-05-SECURITY-INCIDENT,CUCV4-CONFLICT-RECONCIL-05-SECURITY-INCIDENT,conflict_reconciliation,security_incident,board_update_v1,2,grounding_heavy,Claude Sonnet 4.6,anthropic/claude-sonnet-4-6@default,C:\Users\chris\Downloads\results (45).zip,2026-04-13T17:29:47Z,True,True,True,1.000000,1.000000,False,False,False,5,0.200000,True,success
CUCV5-CONFLICT-RECONCIL-06-LEGAL-CONTRACT,CUCV4-CONFLICT-RECONCIL-06-LEGAL-CONTRACT,conflict_reconciliation,legal_contract,legal_formal_v1,2,grounding_heavy,Claude Sonnet 4.6,anthropic/claude-sonnet-4-6@default,C:\Users\chris\Downloads\results (45).zip,2026-04-13T17:29:47Z,True,True,True,1.000000,1.000000,False,False,False,5,0.200000,True,success
